Periodo,Transecto,Sitio,Planta,Polinizador,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,1,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Formicidae sp.,
3,2,11,Potentilla erecta,Formicidae sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Coleoptera sp.,
3,2,11,Potentilla erecta,Formicidae sp.,
3,2,11,Potentilla erecta,Hymenoptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Diptera sp.,
3,2,11,Potentilla erecta,Formicidae sp.,
3,2,11,Potentilla erecta,Formicidae sp.,
3,2,11,Arenaria montana,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Daboecia cantabrica,Bombus terretris,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Arenaria montana,Vespidae sp.,
3,3,11,Arenaria montana,Sphaerophoria sp. cf,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Arenaria montana,Diptera sp.,
3,3,11,Arenaria montana,Coleoptera sp.,
3,3,11,Arenaria montana,Diptera sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Formicidae sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,3,11,Potentilla erecta,Diptera sp.,
3,1,12,Bellis perennis,Lasioglossum sp. ,
3,1,12,Bellis perennis,Diptera sp. ,
3,1,12,Medicago sp. ,Lasioglossum sp. ,
3,1,12,Medicago sp. ,Lasioglossum sp. ,
3,1,12,Bellis perennis,Diptera sp.,
3,1,12,Taraxacum sp.,Lasioglossum sp. ,
3,1,12,Taraxacum sp.,Lasioglossum sp. ,
3,1,12,Bellis perennis,Lasioglossum sp. cf,
3,1,12,Bellis perennis,Lasioglossum sp. cf,
3,1,12,Ranunculus tuberosus,Diptera sp.,
3,1,12,"""Ajuga"" amarilla",Dipera sp.,
3,1,12,"""Ajuga"" amarilla",Dipera sp.,
3,1,12,"""Ajuga"" amarilla",Dipera sp.,
3,1,12,Bellis perennis,Apis mellifera,
3,1,12,Bellis perennis,Syrphidae sp.,
3,1,12,Bellis perennis,Hymenoptera sp. ,
3,2,12,Bellis perennis,Diptera sp.,
3,2,12,Bellis perennis,Diptera sp.,
3,2,12,Bellis perennis,Lasioglossum sp. cf.,
3,2,12,Bellis perennis,Coleoptera sp.,
3,2,12,Bellis perennis,Diptera sp. ,
3,2,12,Potentilla montana,Elateridae sp.,
3,2,12,Bellis perennis,Diptera sp.,
3,2,12,Bellis perennis,Eristalis sp.,
3,2,12,Bellis perennis,Eristalis sp.,
3,2,12,Bellis perennis,Diptera sp ,
3,2,12,Potentilla montana,Apoidea sp.,
3,2,12,Bellis perennis,Diptera sp.,
3,2,12,Potentilla montana,Lasioglossum sp. cf,
3,2,12,Bellis perennis,Diptera sp.,
3,2,12,Bellis perennis,Diptera sp.,
3,2,12,Stellaria media,Formicidae sp.,
3,3,12,Geranium molle,Bombus terretris,
3,3,12,Geranium molle,Bombus terretris,
3,3,12,Geranium molle,Bombus terretris,
3,3,12,Bellis perennis,Diptera sp.,
3,3,12,Bellis perennis,Lucilia sp.,
3,3,12,Bellis perennis,Lasioglossum sp. ,
3,3,12,Bellis perennis,Diptera sp.,
3,3,12,Bellis perennis,Diptera sp.,
3,3,12,Ranunculus tuberosus,Diptera sp.,
3,3,12,Bellis perennis,Diptera sp.,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Crataegus monogyna,Apis mellifera,
3,3,12,Bellis perennis,Elateridae sp.,
3,3,12,Bellis perennis,Lucilia sp.,
3,3,12,Bellis perennis,Coleoptera sp.,
3,3,12,Vicia pyrenaica,Bombus lapidarius cf,
3,3,12,Vicia pyrenaica,Bombus lapidarius cf,
3,3,12,Vicia pyrenaica,Bombus lapidarius cf,
3,3,12,Vicia pyrenaica,Bombus lapidarius cf,
3,3,12,Arenaria montana,Lasioglossum sp. ,
3,1,13,Bellis perennis,Syrphidae sp.,
3,1,13,Bellis perennis,Diptera sp.,
3,1,13,Bellis perennis,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp. ,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Bellis perennis,Arge ochropus,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Bellis perennis,Apis mellifera,
3,1,13,Capsella bursa-pastoris,Lucilia sp.,
3,1,13,Capsella bursa-pastoris,Sphaerophoria stricta,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Dipera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Bellis perennis,Elateridae sp.,
3,1,13,Geranium molle,Andrena sp.,
3,1,13,Geranium molle,Syrphidae sp..,
3,1,13,Bellis perennis,Sphaerophoria stricta,
3,1,13,Bellis perennis,Lucilia sp.,
3,1,13,Bellis perennis,Bombyliidae montoya cf,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Apoidea sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Elateridae sp.,
3,1,13,Ranunculus tuberosus,Elateridae sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,1,13,Ranunculus tuberosus,Diptera sp.,
3,2,13,Bellis perennis,Eristalis sp.,
3,2,13,Bellis perennis,Diptera sp. ,
3,2,13,Ranunculus tuberosus,Diptera sp.,
3,2,13,Bellis perennis,Eristalis sp.,
3,2,13,Bellis perennis,Eristalis sp.,
3,2,13,Bellis perennis,Anthophila sp.,
3,2,13,Bellis perennis,Apoidea sp.,
3,2,13,Bellis perennis,Diptera sp.,
3,2,13,Bellis perennis,Anthophila sp.,
3,2,13,Bellis perennis,Diptera sp.,
3,2,13,Bellis perennis,Syrphidae sp.,
3,2,13,Bellis perennis,Syrphidae sp.,
3,2,13,Bellis perennis,Diptera sp.,
3,2,13,Bellis perennis,Diptera sp.,
3,2,13,Geranium molle,Eristalis sp.,
3,2,13,Geranium molle,Syrphidae sp.,
3,2,13,Bellis perennis,Diptera sp.,
3,2,13,Bellis perennis,Lucilia sp.,
3,2,13,Geranium molle,Eristalis sp.,
3,2,13,Bellis perennis,Syrphidae sp.,
3,2,13,Medicago lupulina,Apoidea sp.,
3,2,13,Bellis perennis,Diptera sp. ,
3,2,13,Bellis perennis,Coleoptera sp.,
3,2,13,Bellis perennis,Diptera sp.,
3,2,13,Bellis perennis,Lucilia sp.,
3,2,13,Bellis perennis,Diptera sp. ,
3,2,13,Geranium molle,Apoidea sp.,
3,2,13,Bellis perennis,Apoidea sp.,
3,2,13,Bellis perennis,Lucilia sp.,
3,2,13,Bellis perennis,Lucilia sp.,
3,2,13,Bellis perennis,Lucilia sp.,
3,2,13,Bellis perennis,Syrphidae sp.,
3,2,13,Bellis perennis,Lucilia sp.,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Hippocrepis comosa,Apis mellifera,
3,2,13,Potentilla montana,Bombus terretris cf,
3,2,13,Capsella bursa,Anthophila sp.,
3,3,13,Bellis perennis,Diptera sp.,
3,3,13,Bellis perennis,Syrphidae sp.,
3,3,13,Bellis perennis,Diptera sp.,
3,3,13,Bellis perennis,Apoidea sp.,
3,3,13,Bellis perennis,Bombus sp.,
3,3,13,Ranunculus tuberosus,Diptera sp.,
3,3,13,Bellis perennis,Coleoptera sp.,
3,3,13,Hippocrepis comosa,Apis mellifera,
3,3,13,Bellis perennis,Diptera sp.,
3,3,13,Bellis perennis,Diptera sp.,
3,3,13,Lotus corniculatus,Bombus sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Bellis perennis,Syrphidae sp.,
3,1,14,Bellis perennis,Syrphidae sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Geranium molle,Macroglossum stellatarum,
3,1,14,Geranium molle,Macroglossum stellatarum,
3,1,14,Geranium molle,Macroglossum stellatarum,
3,1,14,Geranium molle,Macroglossum stellatarum,
3,1,14,Lamium purpureum cf. ,Bombus sp.,"specimen observed in lab, not terrestris but likely B. ruderatus (or hortorum)"
3,1,14,Lamium purpureum cf. ,Bombus sp.,
3,1,14,Lamium purpureum cf. ,Bombus sp.,
3,1,14,Lamium purpureum cf. ,Bombus sp.,
3,1,14,Lamium purpureum cf. ,Bombus sp.,
3,1,14,Lamium purpureum cf. ,Bombus sp.,
3,1,14,Bellis perennis,Diptera sp. ,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Bellis perennis,Sphaerophoria stricta,
3,1,14,Bellis perennis,Syrphidae sp.,
3,1,14,Ranunculus tuberosus,Sphaerophoria stricta,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Geranium molle,Bombus pascuorum,
3,1,14,Geranium molle,Bombus pascuorum,
3,1,14,Geranium molle,Bombus pascuorum,
3,1,14,Geranium molle,Bombus pascuorum,
3,1,14,Geranium molle,Bombus pascuorum,
3,1,14,Geranium molle,Bombus pascuorum,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Ranunculus tuberosus,Aglaris urticae,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Veronica sp.,Andrena sp.,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Geranium molle,Apoidea sp.,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Saxifraga sp.,Diptera sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Veronica sp. 1,Sphaerophoria stricta,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Lamium purpureum cf. ,Bombus terrestris,
3,1,14,Bellis perennis,Sphaerophoria stricta,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Geranium molle,Anthrophora sp.,Anthrophora cf 
3,1,14,Geranium molle,Anthrophora sp.,
3,1,14,Geranium molle,Anthrophora sp.,
3,1,14,Geranium molle,Anthrophora sp.,
3,1,14,Geranium molle,Anthrophora sp.,
3,1,14,Geranium molle,Anthrophora sp.,
3,1,14,Geranium molle,Pieris napi,
3,1,14,Geranium molle,Pieris napi,
3,1,14,Geranium molle,Bombylius sp.,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Saxifraga sp.,Sphaerophoria stricta,
3,1,14,Saxifraga sp.,Sphaerophoria stricta,
3,1,14,Ranunculus tuberosus,Diptera sp.,
3,1,14,Geranium molle,Bombylius sp.,
3,1,14,Geranium molle,Bombylius sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Geranium robertianum,Anthophila sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Bellis perennis,Syrphidae sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Bellis perennis,Eristalis sp.,
3,2,14,Bellis perennis,Eristalis sp.,
3,2,14,Ranunculus tuberosus,Andrena sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Lamium purpureum cf. ,Bombus sp.,
3,2,14,Saxifraga sp.,Andrena sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Geranium molle,Bombylius sp.,
3,2,14,Geranium robertianum,Bombylius sp.,
3,2,14,Vicia pyrenaica,Bombus lapidarius,
3,2,14,Vicia pyrenaica,Bombus lapidarius,
3,2,14,Vicia pyrenaica,Bombus lapidarius,
3,2,14,Vicia pyrenaica,Bombus lapidarius,
3,2,14,Vicia pyrenaica,Bombus lapidarius,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Bellis perennis,Lucilia sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Ranunculus tuberosus,Diptera sp.,
3,2,14,Vicia pyrenaica,Bombylius sp.,
3,2,14,Vicia pyrenaica,Bombylius sp.,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,2,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Bellis perennis,Coleoptera sp.,
3,3,14,Bellis perennis,Coleoptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Vicia sp.,Bombus pascuorum,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris cf.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp.,
3,3,14,Ranunculus tuberosus,Diptera sp. ,
3,3,14,Bellis perennis,Diptera sp.,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
3,3,14,Lamium purpureum cf. ,Bombus terrestris,
